Jun 19,,******* 2011 Hyundai Elantra GLS Silver .....A Must See,http://sandiego.craigslist.org/nsd/ctd/3852482312.html,dealer,gls,2010,,,
Jun 19,,10183 used 2005 Hyundai Elantra 4dr Sdn GLS Auto Sedan Sedan,http://sandiego.craigslist.org/csd/ctd/3837139455.html,dealer,gls,2005,sedan,,
Jun 18,$1800,1998 Hyundai Elantra,http://sandiego.craigslist.org/esd/cto/3879346541.html,owner,,1998,,,
Jun 18,$3350,###2000 HYUNDAI ELANTRA CLEAN TITLE SMOG READY GAS SAVER###,http://sandiego.craigslist.org/csd/cto/3844522904.html,owner,,2000,,,
Jun 18,$3200,2001 Automatic Hyundai Elantra Sedan,http://sandiego.craigslist.org/esd/cto/3880220639.html,owner,,2001,sedan,automatic,
Jun 18,$4500,2001 HYUNDAI ELANTRA,http://sandiego.craigslist.org/csd/ctd/3869157853.html,dealer,,2000,sedan,,
Jun 18,$3995,2001 Hyundai Elantra GLS,http://sandiego.craigslist.org/esd/ctd/3880214745.html,dealer,gls,2001,,,
Jun 19,$4800,"2001 Hyundai Elantra GLS, Really Low Miles",http://sandiego.craigslist.org/csd/cto/3882639738.html,owner,gls,2001,,automatic,
Jun 18,$2500,2001 Hyundai Elantra GLS****TODAY'S SPECIAL******,http://sandiego.craigslist.org/esd/ctd/3852546796.html,dealer,gls,2000,,,
Jun 18,$2990,2002 Hyundai Elantra - SALE!,http://sandiego.craigslist.org/csd/ctd/3879278733.html,dealer,,2002,,,
Jun 19,,2002 Hyundai Elantra 4dr Sdn GLS Auto,http://sandiego.craigslist.org/csd/ctd/3877279831.html,dealer,gls,2002,sedan,automatic,
Jun 19,$2200,2002 Hyundai Elantra GLS,http://sandiego.craigslist.org/esd/cto/3882556791.html,owner,gls,2002,,,
Jun 19,$2400,2002 Hyundai Elantra GT GAS SAVER,http://sandiego.craigslist.org/nsd/cto/3881275577.html,owner,,2002,,automatic,
Jun 18,$3400,2003 HYUNDAI ELANTRA,http://sandiego.craigslist.org/csd/ctd/3869043631.html,dealer,,2000,sedan,,
Jun 19,$4500,"2003 HYUNDAI ELANTRA GT, 120K Miles",http://sandiego.craigslist.org/esd/ctd/3828942108.html,dealer,,2003,,,
Jun 19,$2300,2003 Hyundai Elantra 4dr Sdn GT Manual Look No Further,http://sandiego.craigslist.org/csd/ctd/3880988942.html,dealer,,2003,,manual,
Jun 19,$3900,"2003 Hyundai Elantra 53,000 miles only",http://sandiego.craigslist.org/csd/cto/3875842870.html,owner,,2003,,automatic,salvage
Jun 18,$3400,2003 hyundai elantra,http://sandiego.craigslist.org/csd/cto/3828608129.html,owner,,2003,,,
Jun 19,$4500,2004 HYUNDAI  ELANTRA****GAS SAVER***,http://sandiego.craigslist.org/csd/ctd/3881891768.html,dealer,,2004,,automatic,
Jun 19,$4750,"2004 HYUNDAI ELANTRA GLS, SILVER, STICK,MPG!, NEW TIRES, REBUILT MOTOR",http://sandiego.craigslist.org/esd/ctd/3882078279.html,dealer,gls,2004,,,
Jun 19,,2004 Hyundai ELANTRA Excellent Condition!*,http://sandiego.craigslist.org/csd/ctd/3882591740.html,dealer,,2004,,automatic,
Jun 18,,2004 Hyundai Elantra,http://sandiego.craigslist.org/csd/ctd/3861386824.html,dealer,,2004,,,
Jun 18,,2004 Hyundai Elantra GLS,http://sandiego.craigslist.org/nsd/ctd/3879302737.html,dealer,gls,2004,,,
Jun 19,,"2004 Hyundai Elantra GLS ""BUY HERE PAY HERE""",http://sandiego.craigslist.org/nsd/ctd/3854374356.html,dealer,gls,2004,,,
Jun 19,,2004 Hyundai Elantra GLS! CALL (858)277-9077,http://sandiego.craigslist.org/csd/ctd/3866282457.html,dealer,gls,2004,,,
Jun 19,,"2004 Hyundai Elantra GLS ""Save Your Money!!""",http://sandiego.craigslist.org/nsd/ctd/3846897388.html,dealer,gls,2004,,automatic,
Jun 19,,"2005 Hyundai Elantra GLS , Best Value, SE HABLA ESPAÑOL",http://sandiego.craigslist.org/csd/ctd/3837923375.html,dealer,gls,2005,,automatic,
Jun 18,$4500,2005 Hyundai Elantra GLS 4 dr,http://sandiego.craigslist.org/csd/cto/3852947474.html,owner,gls,2005,,automatic,
Jun 19,$7500,2005 Hyundai Elantra GLS SULEV,http://sandiego.craigslist.org/ssd/ctd/3882089952.html,dealer,gls,2005,sedan,automatic,
Jun 19,,2005 Hyundai Elantra GT Blue Stock,http://sandiego.craigslist.org/csd/ctd/3871658261.html,dealer,,2005,,,
Jun 19,,2005 Hyundai Elantra GT Dark Gray/Black,http://sandiego.craigslist.org/csd/ctd/3829990500.html,dealer,,2005,hatchback,,
Jun 19,,2005 Hyundai elantra Excellent Condition!*,http://sandiego.craigslist.org/csd/ctd/3882596237.html,dealer,,2005,,automatic,
Jun 19,,2006 HYUNDAI ELANTRA - 1-888-295-0878,http://sandiego.craigslist.org/csd/ctd/3866404449.html,dealer,,2006,,,
Jun 18,$5995,"2006 HYUNDAI ELANTRA GLS, 108K MILES",http://sandiego.craigslist.org/esd/ctd/3862772957.html,dealer,gls,2006,,automatic,
Jun 18,,2006 Hyundai Elantra,http://sandiego.craigslist.org/csd/ctd/3845200137.html,dealer,,2006,,,
Jun 19,$6995,2006 Hyundai Elantra GLS,http://sandiego.craigslist.org/csd/ctd/3842938994.html,dealer,gls,2006,,automatic,
Jun 19,$8495,2007 HYUNDAI ELANTRA,http://sandiego.craigslist.org/csd/cto/3882105043.html,owner,,2007,,,
Jun 19,$9443,"2007 Hyundai Elantra 4-Door *Clean Title, No Accidents*",http://sandiego.craigslist.org/csd/ctd/3856308317.html,dealer,gls,2007,sedan,automatic,
Jun 18,,2007 Hyundai Elantra SE,http://sandiego.craigslist.org/nsd/ctd/3879969284.html,dealer,,2007,sedan,automatic,
Jun 18,,2007☻.Hyundai Elantra,http://sandiego.craigslist.org/csd/ctd/3864645333.html,dealer,,2007,,,
Jun 19,$8950,2008 Hyundai Elantra ( SE ),http://sandiego.craigslist.org/nsd/ctd/3868109694.html,dealer,,2008,,automatic,
Jun 18,$8995,"2008 Hyundai Elantra SE, CARFAX Available!",http://sandiego.craigslist.org/csd/ctd/3816857696.html,dealer,,2008,,automatic,
Jun 19,,2009  Elantra Hyundai 4-Speed Automatic w/OD,http://sandiego.craigslist.org/esd/ctd/3851246168.html,dealer,,2009,,automatic,
Jun 19,,"2009 Hyundai Elantra GLS 4D Sedan White Mileage: 51,205",http://sandiego.craigslist.org/esd/ctd/3869934014.html,dealer,gls,2009,sedan,,
Jun 18,,2009 Hyundai Elantra Touring 4DR WGN AUTO TOURING 2.0L I4 MPI DOHC 16V CVVT,http://sandiego.craigslist.org/csd/ctd/3879924594.html,dealer,,2009,hatchback,automatic,
Jun 18,$12999,2010 HYUNDAI ELANTRA,http://sandiego.craigslist.org/csd/ctd/3879364403.html,dealer,gls,2010,sedan,,
Jun 19,,2010 HYUNDAI ELANTRA GLS 4 Doors,http://sandiego.craigslist.org/nsd/ctd/3881950950.html,dealer,gls,2010,sedan,automatic,
Jun 18,,2010 HYUNDAI ELANTRA Gls SEDAN,http://sandiego.craigslist.org/csd/ctd/3880213547.html,dealer,gls,2010,sedan,,
Jun 19,$12990,2010 Hyundai Elantra 4dr Sdn,http://sandiego.craigslist.org/csd/ctd/3866681276.html,dealer,gls,2010,sedan,automatic,
Jun 18,$14450,2010 Hyundai Elantra GLS - Needs New Owner,http://sandiego.craigslist.org/csd/ctd/3879556315.html,dealer,gls,2010,sedan,automatic,
Jun 18,$14450,2010 Hyundai Elantra GLS - Take me Home,http://sandiego.craigslist.org/csd/ctd/3879668393.html,dealer,gls,2010,sedan,automatic,
Jun 19,,2010 Hyundai Elantra GLS 4D Sedan White Stock 152820,http://sandiego.craigslist.org/nsd/ctd/3873612746.html,dealer,gls,2010,sedan,,
Jun 19,,2010 Hyundai Elantra WHITE Stock 130775,http://sandiego.craigslist.org/esd/ctd/3880460122.html,dealer,,2010,,,
