19-Jun,"$12,999 ","2009 Honda Fit Sport White, 27K Miles",http://sandiego.craigslist.org/nsd/ctd/3871460783.html,dealer,sport,2009,,,,,,
21-Jun,"$12,999 ",2009 Honda Fit Sport White 27K miles,http://sandiego.craigslist.org/csd/ctd/3886319629.html,dealer,sport,2009,hatchback,automatic,,,,
17-Jun,,Automatic 2009 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3877859961.html,dealer,,2009,,automatic,,,,
14-Jun,"$15,975 ",HONDA FIT SPORT PADDLE SHIFTING 2009 Bad Credit No Problem,http://sandiego.craigslist.org/csd/ctd/3858317223.html,dealer,sport,2009,hatchback,automatic,,,,
18-Jun,,Honda 2009 Fit Sport 5-Speed Automatic,http://sandiego.craigslist.org/esd/ctd/3880410347.html,dealer,sport,2009,hatchback,automatic,,,,
14-Jun,"$10,799 ",Stock 004497 2009 Honda Fit,http://sandiego.craigslist.org/nsd/ctd/3870938353.html,dealer,,2009,,manual,,,,
20-Jun,,Stock 12728 C96187 2009 Honda Fit  4D Hatchback Black,http://sandiego.craigslist.org/csd/ctd/3884235043.html,dealer,,2009,hatchback,,,,,
14-Jun,,Stock D422A 2009 Honda Fit Sport,http://sandiego.craigslist.org/esd/ctd/3863049276.html,dealer,sport,2009,hatchback,automatic,,,,
15-Jun,"$9,994 ",2010 / Honda / Fit fourD on sale,http://sandiego.craigslist.org/csd/ctd/3873728545.html,dealer,,2010,,,,,,
17-Jun,"$9,999 ",2010 - Honda Fit 48K miles,http://sandiego.craigslist.org/esd/ctd/3854946292.html,dealer,,2010,hatchback,automatic,,,,
21-Jun,"$13,500 ","2010 HONDA FIT, 32K MILES",http://sandiego.craigslist.org/esd/ctd/3886578161.html,dealer,,2010,,,,,,
19-Jun,,"2010 Honda Fit,  Great Condition!!",http://sandiego.craigslist.org/csd/ctd/3873614504.html,dealer,,2010,hatchback,automatic,,,,
20-Jun,"$13,500 ","2010 Honda Fit, 32K Miles",http://sandiego.craigslist.org/esd/ctd/3884644897.html,dealer,,2010,,automatic,,,,
18-Jun,,2010 Honda Fit Bad Credit No Problem,http://sandiego.craigslist.org/csd/ctd/3879353477.html,dealer,,2010,hatchback,automatic,,,,
21-Jun,,"2010 Honda Fit, Excellent Deal!",http://sandiego.craigslist.org/csd/ctd/3845513960.html,dealer,,2010,hatchback,automatic,,,,
20-Jun,"$14,995 ",2010 Honda Fit FIT:,http://sandiego.craigslist.org/csd/ctd/3862653733.html,dealer,,2010,,,,,,
14-Jun,"$14,995 ",2010 Honda Fit FIT: 5DR HB AUTO Air Conditioning Side Airbags Tachomet,http://sandiego.craigslist.org/csd/ctd/3866841103.html,dealer,,2010,,,,,,
19-Jun,,2010 Honda Fit FIT: 5DR HB AUTO Power Locks Power Mirrors Side Airbags,http://sandiego.craigslist.org/csd/ctd/3835143991.html,dealer,,2010,,,,,,
20-Jun,"$14,995 ",2010 Honda Fit FIT: 5DR HB AUTO Power Windows Power Locks Passenger Ai,http://sandiego.craigslist.org/csd/ctd/3868828202.html,dealer,,2010,,,,,,
17-Jun,"$14,995 ",2010 Honda Fit FIT: 5DR HB AUTO Rear Wiper Power Tilt/telescopic Steer,http://sandiego.craigslist.org/csd/ctd/3870862713.html,dealer,,2010,,,,,,
16-Jun,,2010 Honda Fit Hatchback,http://sandiego.craigslist.org/nsd/ctd/3874131422.html,dealer,sport,2010,hatchback,automatic,,,,
21-Jun,,"2010 Honda Fit Red Mileage	30,916",http://sandiego.craigslist.org/csd/ctd/3856125270.html,dealer,,2010,hatchback,automatic,,,,
21-Jun,"$9,993 ",2010 Honda Fit Slick Silver great deal,http://sandiego.craigslist.org/esd/ctd/3886165004.html,dealer,,2010,,,,,,
21-Jun,,2010 Honda Stock 510587 Fit Hatchback Sport,http://sandiego.craigslist.org/nsd/ctd/3886729971.html,dealer,sport,2010,hatchback,automatic,,,,
18-Jun,,2010 Stock 510587 Honda Fit Hatchback Sport,http://sandiego.craigslist.org/nsd/ctd/3879278713.html,dealer,sport,2010,hatchback,automatic,,,,
18-Jun,,Stock 20227 2010 Honda Fit,http://sandiego.craigslist.org/csd/ctd/3878286456.html,dealer,,2010,,,,,,
19-Jun,,Value Pick used 2010 Honda Fit 5dr HB Auto Hatchback,http://sandiego.craigslist.org/csd/ctd/3848253055.html,dealer,,2010,hatchback,,,,,
21-Jun,,2011 HONDA FIT,http://sandiego.craigslist.org/nsd/ctd/3838805156.html,dealer,sport,2011,hatchback,automatic,,,,
19-Jun,,2011 Honda Fit Hatchback,http://sandiego.craigslist.org/esd/ctd/3881256417.html,dealer,,2011,hatchback,automatic,,,,
19-Jun,,2011 Honda Fit Hatchback 5dr HB Auto Hatchback,http://sandiego.craigslist.org/ssd/ctd/3881689205.html,dealer,,2011,hatchback,automatic,,,,
20-Jun,"$13,995 ","2011 Honda Fit Sport, 34K Miles",http://sandiego.craigslist.org/esd/ctd/3884386786.html,dealer,sport,2011,,automatic,,,,
15-Jun,,2011 Honda Stock 89634A Fit Hatchback 5dr HB Auto Hatchback,http://sandiego.craigslist.org/nsd/ctd/3872870169.html,dealer,,2011,hatchback,automatic,,,,
19-Jun,,HONDA CERTIFIED 2011 FIT SPORT OH YES CERTIFIED CALL ME ALEX,http://sandiego.craigslist.org/csd/ctd/3843138661.html,dealer,sport,2011,,,,,,
19-Jun,,Honda 2011 Fit Hatchback 5dr HB Auto Hatchback,http://sandiego.craigslist.org/nsd/ctd/3880940221.html,dealer,,2011,hatchback,automatic,,,,
16-Jun,"$14,484 ",Honda Fit 2011,http://sandiego.craigslist.org/csd/ctd/3874580962.html,dealer,,2011,,,,,,
15-Jun,,Stock 89634A 2011 Honda Fit,http://sandiego.craigslist.org/ssd/ctd/3872363187.html,dealer,,2011,hatchback,automatic,,,,
15-Jun,,Stock 89634A 2011 Honda Fit Hatchback,http://sandiego.craigslist.org/csd/ctd/3873700220.html,dealer,,2011,hatchback,automatic,,,,
15-Jun,,Stock 89634A 2011 Honda Fit Hatchback 5dr HB Auto Hatchback,http://sandiego.craigslist.org/esd/ctd/3872242705.html,dealer,,2011,hatchback,,,,,
20-Jun,"$3,250 ","2012 Honda Civic , Accord , Crv and Fit only 3day special sales",http://sandiego.craigslist.org/csd/ctd/3879401369.html,dealer,,2012,,,,,,
17-Jun,,2012 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3878033039.html,dealer,,2012,,manual,,,,
16-Jun,,2012 Honda Fit Manual,http://sandiego.craigslist.org/esd/ctd/3874029623.html,dealer,,2012,,manual,,,,
19-Jun,,67285 2012 Honda Fit 5dr HB Auto Sport BLACK,http://sandiego.craigslist.org/csd/ctd/3855225652.html,dealer,sport,2012,hatchback,automatic,,,,
16-Jun,,Crystal Black Pearl 2012 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3875514126.html,dealer,,2012,,automatic,,,,
20-Jun,,Stock 67285 WHITE 2012 Honda Fit 5dr HB Auto Sport,http://sandiego.craigslist.org/csd/ctd/3831662083.html,dealer,sport,2012,hatchback,automatic,,,,
15-Jun,,&gt;&gt; 2012 Honda Fit 5dr HB Auto Sport Hatchback&lt;&lt;,http://sandiego.craigslist.org/csd/ctd/3809727853.html,dealer,sport,2012,hatchback,,,,,
17-Jun,,2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3875818272.html,dealer,,2013,,automatic,,,,
17-Jun,,2013 Honda Fit 4,http://sandiego.craigslist.org/esd/ctd/3876424503.html,dealer,,2013,,automatic,,,,
17-Jun,,2013 Honda Fit Automatic,http://sandiego.craigslist.org/esd/ctd/3875808658.html,dealer,,2013,,automatic,,,,
16-Jun,,2013 Honda Fit Crystal Black Pearl,http://sandiego.craigslist.org/esd/ctd/3875733734.html,dealer,,2013,,automatic,,,,
17-Jun,,2013 Honda Fit SILVR,http://sandiego.craigslist.org/esd/ctd/3875813435.html,dealer,,2013,,automatic,,,,
16-Jun,,2013 Honda Fit Taffeta White,http://sandiego.craigslist.org/esd/ctd/3875741299.html,dealer,,2013,,automatic,,,,
16-Jun,,2013 Honda Stock HT30976A Fit 4D Hatchback Base,http://sandiego.craigslist.org/csd/ctd/3874169927.html,dealer,,2013,hatchback,,,,,
17-Jun,,4 2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3876339025.html,dealer,,2013,,automatic,,,,
17-Jun,,Alabaster Silver Metallic 2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3877176338.html,dealer,,2013,,automatic,,,,
17-Jun,,Automatic 2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3876309334.html,dealer,,2013,,automatic,,,,
17-Jun,,Crystal Black Pearl 2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3875822870.html,dealer,,2013,,automatic,,,,
18-Jun,,Stock HT30976A Honda 2013 Fit 4D Hatchback Base,http://sandiego.craigslist.org/csd/ctd/3880060283.html,dealer,,2013,hatchback,automatic,,,,
16-Jun,,Taffeta White 2013 Honda Fit,http://sandiego.craigslist.org/esd/ctd/3875748512.html,dealer,,2013,,automatic,,,,
17-Jun,"$9,997 ",(2010) Honda Fit,http://sandiego.craigslist.org/csd/ctd/3865072649.html,dealer,,,hatchback,automatic,,,,
21-Jun,"$13,900 ","2011Î¾HondaÎ¾FitÎ¾Sport,Î¾34KÎ¾Miles",http://sandiego.craigslist.org/esd/ctd/3828682893.html,dealer,sport,,,,,,,
21-Jun,"$13,900 ","2011åÊHondaåÊFitåÊSport,åÊ34KåÊMiles",http://sandiego.craigslist.org/esd/ctd/3828682893.html,dealer,sport,,,,,,,
21-Jun,"$13,900 ","2011ë_Hondaë_Fitë_Sport,ë_34Kë_Miles",http://sandiego.craigslist.org/esd/ctd/3828682893.html,dealer,sport,,,,,,,
21-Jun,"$13,900 ","2011ŒæHondaŒæFitŒæSport,Œæ34KŒæMiles",http://sandiego.craigslist.org/esd/ctd/3828682893.html,dealer,sport,,,,,,,
20-Jun,,HONDA FIT *SPORT* ONE OWNER AND CERTIFIED CALL ME GABRIEL 619-647-4217,http://sandiego.craigslist.org/csd/ctd/3864249865.html,dealer,sport,,,,,,,
20-Jun,,HONDA FIT *YO HABLO ESPANOL* ANDY 619-342-6310 CERTIFIED AND CLEAN,http://sandiego.craigslist.org/csd/ctd/3864261525.html,dealer,,,,,,,,
